project_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status
LA00209,Madhya Pradesh,Highway,71.7,52.1,4,34.2,0,43,53.2,26.2,75,Approved,Approved,90,195,Medium,Early Stage
LA00210,Jharkhand,Highway,66.4,64.4,4,37.8,4,70,80.3,56.3,71,Pending,Approved,41,180,Medium,In Progress
LA00211,Madhya Pradesh,Railway,89.8,93.4,2,22.0,3,88,85.9,67.9,73,Approved,Approved,0,0,Low,Near Completion
LA00212,Haryana,Highway,88.9,36.9,2,47.7,3,45,29.1,14.8,16,Approved,Pending,23,358,High,Early Stage
LA00213,Jharkhand,Power Transmission,178.4,79.9,3,14.8,5,36,61.4,82.1,49,Approved,Approved,20,88,Low,In Progress
LA00214,Andhra Pradesh,Power Transmission,109.2,32.2,2,34.5,4,123,23.9,26.6,73,Pending,Approved,120,360,High,Early Stage
LA00215,Haryana,Railway,163.8,52.4,1,34.8,5,32,25.9,28.6,21,Approved,Pending,2,199,Medium,Early Stage
LA00216,Madhya Pradesh,Railway,89.3,72.9,1,22.3,4,54,58.6,54.8,14,Approved,Approved,93,88,Low,In Progress
LA00217,Gujarat,Railway,109.6,83.5,2,19.3,2,78,81.6,60.4,48,Not Required,Pending,130,106,Medium,In Progress
LA00218,Gujarat,Highway,73.3,40.7,3,42.1,4,42,46.6,21.0,29,Approved,Pending,0,232,Medium,Early Stage
LA00219,Andhra Pradesh,Highway,211.2,70.9,0,51.6,5,77,42.4,52.4,78,Approved,Not Required,175,249,Medium,In Progress
LA00220,Uttarakhand,Highway,118.4,22.5,0,52.9,5,103,7.5,20.6,17,Pending,Approved,0,312,High,Early Stage
LA00221,Karnataka,Highway,78.7,45.6,4,28.9,3,47,48.7,32.4,51,Approved,Pending,104,300,High,Early Stage
LA00222,West Bengal,Metro,76.7,77.7,8,27.5,3,91,47.6,88.2,21,Approved,Approved,107,190,Medium,In Progress
LA00223,Haryana,Highway,82.0,93.1,2,14.2,2,49,57.9,81.5,43,Approved,Approved,0,0,Low,Near Completion
LA00224,Uttar Pradesh,Highway,92.4,85.8,2,45.1,2,104,52.2,68.2,55,Approved,Not Required,0,40,Low,In Progress
LA00225,Haryana,Metro,85.8,87.0,6,25.7,3,26,62.3,74.0,33,Approved,Pending,37,123,Medium,In Progress
LA00226,Rajasthan,Railway,56.0,66.9,2,44.0,1,36,68.6,67.4,82,Pending,Pending,0,81,Low,In Progress
LA00227,Chhattisgarh,Highway,172.5,52.9,1,41.3,1,33,39.8,45.3,14,Approved,Approved,78,159,Medium,Early Stage
LA00228,Odisha,Highway,182.0,89.4,3,23.1,6,202,61.0,83.8,56,Approved,Approved,46,35,Low,In Progress
LA00229,Bihar,Highway,410.0,67.4,6,26.5,2,171,69.6,32.5,45,Approved,Approved,33,92,Medium,In Progress
LA00230,Tamil Nadu,Highway,53.9,55.7,5,38.8,4,15,32.7,22.0,43,Pending,Approved,171,419,High,Early Stage
LA00231,West Bengal,Irrigation,158.6,30.9,1,42.2,4,178,9.5,19.6,15,Pending,Not Required,0,326,High,Early Stage
LA00232,Assam,Power Transmission,20.0,59.4,2,32.1,7,20,40.8,43.8,33,Approved,Approved,72,281,High,Early Stage
LA00233,Maharashtra,Railway,182.1,63.6,1,38.8,3,168,43.7,55.6,45,Approved,Not Required,69,170,Medium,In Progress
LA00234,Jharkhand,Railway,26.1,59.9,1,41.7,4,9,49.5,55.0,83,Pending,Approved,52,243,Medium,Early Stage
LA00235,West Bengal,Industrial Corridor,39.0,81.6,3,27.7,4,24,93.9,59.6,26,Pending,Pending,17,172,Medium,In Progress
LA00236,Haryana,Airport,119.4,35.1,7,43.4,5,124,9.9,23.8,39,Approved,Approved,0,253,Medium,Early Stage
LA00237,Punjab,Highway,53.1,13.2,1,89.3,2,49,5.6,0.0,80,Approved,Not Required,0,261,Medium,Early Stage
LA00238,Andhra Pradesh,Highway,47.2,91.3,4,18.7,2,12,79.4,71.3,36,Pending,Not Required,44,109,Medium,Near Completion
LA00239,Rajasthan,Railway,59.6,83.8,2,26.8,2,50,75.7,60.5,49,Approved,Not Required,84,86,Low,In Progress
LA00240,Kerala,Metro,167.4,74.3,5,44.3,1,167,86.7,55.0,20,Pending,Approved,0,112,Medium,In Progress
LA00241,Karnataka,Highway,40.7,47.0,4,33.0,2,8,50.6,27.4,22,Approved,Not Required,101,232,Medium,Early Stage
LA00242,Odisha,Highway,86.0,61.9,2,33.8,1,78,41.6,31.8,57,Approved,Pending,20,142,Medium,In Progress
LA00243,Gujarat,Railway,65.2,85.1,2,45.2,7,72,61.5,64.5,39,Approved,Pending,37,172,Medium,In Progress
LA00244,Kerala,Highway,180.7,85.4,2,28.5,3,115,51.8,78.3,84,Approved,Not Required,39,119,Medium,In Progress
LA00245,Kerala,Metro,185.1,59.3,0,46.9,1,173,43.3,42.0,22,Approved,Pending,24,144,Medium,Early Stage
LA00246,Gujarat,Airport,20.0,65.6,3,29.4,5,9,59.0,51.3,50,Pending,Approved,0,161,Medium,In Progress
LA00247,Jharkhand,Metro,218.8,63.0,1,30.4,1,174,47.1,54.1,78,Pending,Approved,131,233,Medium,In Progress
LA00248,Andhra Pradesh,Highway,53.6,42.1,1,33.9,2,49,29.7,30.8,47,Approved,Approved,118,249,Medium,Early Stage
LA00249,Jharkhand,Highway,110.0,82.7,2,48.5,1,89,72.2,75.2,56,Approved,Pending,48,111,Medium,In Progress
LA00250,Maharashtra,Irrigation,40.5,62.7,2,30.1,2,12,60.9,37.9,59,Not Required,Approved,116,222,Medium,In Progress
LA00251,Tamil Nadu,Metro,123.4,70.8,2,14.9,2,110,64.9,73.8,74,Approved,Pending,18,88,Low,In Progress
LA00252,West Bengal,Highway,787.3,78.0,3,41.2,4,719,74.9,61.6,38,Approved,Approved,18,108,Medium,In Progress
LA00253,Tamil Nadu,Highway,100.3,46.7,2,36.3,2,106,39.0,58.5,72,Approved,Not Required,65,150,Medium,Early Stage
LA00254,Rajasthan,Irrigation,60.9,73.6,0,38.0,3,68,40.4,84.7,23,Approved,Not Required,57,153,Medium,In Progress
LA00255,Punjab,Industrial Corridor,73.9,94.2,1,26.3,2,20,63.8,85.4,62,Approved,Not Required,68,31,Low,Near Completion
LA00256,Karnataka,Irrigation,25.8,37.9,2,61.6,4,20,23.6,21.9,41,Approved,Approved,0,217,Medium,Early Stage
LA00257,Punjab,Airport,308.5,67.2,0,16.3,2,165,53.0,47.2,44,Pending,Approved,17,153,Medium,In Progress
LA00258,Karnataka,Railway,117.4,80.1,5,30.5,2,74,75.9,42.3,79,Approved,Pending,0,135,Medium,In Progress
LA00259,Tamil Nadu,Railway,36.9,52.9,2,27.9,3,23,43.6,53.4,23,Pending,Approved,148,238,Medium,Early Stage
LA00260,Odisha,Highway,37.9,22.3,1,58.4,4,19,1.8,0.0,33,Pending,Approved,38,331,High,Early Stage
LA00261,Jharkhand,Airport,91.2,66.0,4,44.0,6,84,60.8,64.4,58,Approved,Not Required,54,173,Medium,In Progress
LA00262,Tamil Nadu,Metro,198.8,91.7,1,0.0,5,208,74.6,76.7,16,Approved,Approved,89,47,Low,Near Completion
LA00263,Madhya Pradesh,Highway,33.8,63.3,3,29.9,4,29,54.3,85.4,60,Approved,Approved,18,66,Low,In Progress
LA00264,Uttarakhand,Irrigation,231.9,65.4,1,22.7,2,61,83.0,63.2,55,Approved,Approved,0,0,Low,In Progress
LA00265,Himachal Pradesh,Railway,83.3,42.1,3,48.8,1,23,68.2,16.2,47,Pending,Pending,0,248,Medium,Early Stage
LA00266,Odisha,Highway,40.8,73.6,4,16.1,3,25,63.9,59.0,63,Pending,Approved,90,208,Medium,In Progress
LA00267,Andhra Pradesh,Railway,60.5,45.8,3,53.0,5,12,32.0,35.4,55,Approved,Pending,25,306,High,Early Stage
LA00268,Rajasthan,Irrigation,397.9,44.7,5,42.4,4,408,45.7,23.1,68,Approved,Approved,71,362,High,Early Stage
LA00269,Kerala,Power Transmission,27.7,41.1,4,46.7,1,12,0.0,30.0,62,Not Required,Approved,0,283,High,Early Stage
LA00270,Odisha,Metro,48.3,85.0,2,26.0,1,35,42.9,82.4,23,Pending,Approved,37,107,Medium,In Progress
LA00271,Madhya Pradesh,Power Transmission,202.3,36.7,0,16.3,4,240,46.3,33.8,22,Pending,Not Required,0,188,Medium,Early Stage
LA00272,Maharashtra,Irrigation,108.2,18.9,0,46.8,5,52,6.2,0.0,43,Approved,Not Required,0,260,Medium,Early Stage
LA00273,Tamil Nadu,Irrigation,45.9,56.9,2,56.2,2,42,34.4,50.2,76,Approved,Pending,6,166,Medium,Early Stage
LA00274,Himachal Pradesh,Irrigation,204.4,72.3,2,15.5,1,224,70.6,76.1,12,Approved,Approved,8,16,Low,In Progress
LA00275,Andhra Pradesh,Railway,212.8,83.8,1,11.3,2,118,66.4,63.6,31,Approved,Not Required,114,46,Low,In Progress
LA00276,West Bengal,Industrial Corridor,119.3,41.5,3,42.9,6,58,32.3,15.4,42,Approved,Pending,83,341,High,Early Stage
LA00277,West Bengal,Metro,53.5,78.0,1,36.5,4,49,64.3,52.9,42,Approved,Approved,74,154,Medium,In Progress
LA00278,Jharkhand,Industrial Corridor,61.0,63.1,2,18.7,1,13,60.2,52.6,59,Approved,Pending,21,112,Medium,In Progress
LA00279,Gujarat,Highway,114.7,84.2,3,20.5,7,19,87.2,70.9,36,Approved,Not Required,32,133,Medium,In Progress
LA00280,Gujarat,Industrial Corridor,29.5,77.2,1,42.2,1,22,37.2,86.0,33,Not Required,Not Required,26,58,Low,In Progress
LA00281,Madhya Pradesh,Power Transmission,278.3,32.2,1,56.1,5,46,32.3,24.2,57,Pending,Approved,34,292,High,Early Stage
LA00282,West Bengal,Railway,381.9,93.4,1,6.7,2,219,90.8,88.4,46,Approved,Approved,36,58,Low,Near Completion
LA00283,Punjab,Power Transmission,73.7,47.8,3,56.1,3,84,4.3,29.1,59,Approved,Pending,150,392,High,Early Stage
LA00284,West Bengal,Railway,121.8,85.6,2,18.9,7,34,74.1,79.4,18,Pending,Approved,56,169,Medium,In Progress
LA00285,Andhra Pradesh,Highway,246.6,62.6,1,41.1,5,187,45.8,60.6,36,Approved,Approved,27,141,Medium,In Progress
LA00286,Uttarakhand,Highway,474.5,73.6,4,20.1,9,90,35.7,52.9,74,Not Required,Pending,30,231,Medium,In Progress
LA00287,Tamil Nadu,Irrigation,338.1,53.7,1,52.3,4,112,36.2,39.6,15,Approved,Approved,42,215,Medium,Early Stage
LA00288,Odisha,Metro,20.6,88.9,1,17.2,5,16,94.8,78.7,48,Pending,Approved,82,117,Medium,In Progress
LA00289,Bihar,Railway,68.8,71.3,0,33.5,5,48,25.5,69.0,64,Approved,Approved,0,80,Low,In Progress
LA00290,West Bengal,Airport,137.8,46.9,1,22.3,1,109,47.1,25.9,17,Approved,Not Required,9,196,Medium,Early Stage
LA00291,Chhattisgarh,Railway,59.1,68.7,3,50.2,2,27,35.6,48.4,60,Pending,Approved,34,205,Medium,In Progress
LA00292,Madhya Pradesh,Railway,409.7,98.8,3,31.3,0,210,100.0,97.0,25,Approved,Not Required,92,73,Low,Near Completion
LA00293,Himachal Pradesh,Irrigation,359.6,66.9,0,19.0,5,384,92.3,61.0,62,Approved,Approved,12,23,Low,In Progress
LA00294,Rajasthan,Industrial Corridor,45.0,62.1,1,54.3,2,19,33.9,61.0,41,Pending,Approved,6,155,Medium,In Progress
LA00295,Bihar,Industrial Corridor,78.4,98.0,4,0.0,1,65,72.1,71.7,13,Approved,Approved,27,35,Low,Near Completion
LA00296,Bihar,Metro,47.6,67.7,2,17.6,4,19,62.7,42.9,63,Approved,Not Required,90,154,Medium,In Progress
LA00297,Chhattisgarh,Power Transmission,76.3,69.2,2,29.4,5,75,71.4,70.9,27,Approved,Approved,155,206,Medium,In Progress
LA00298,Andhra Pradesh,Highway,74.3,93.8,1,20.6,3,70,78.9,76.2,73,Pending,Pending,0,66,Low,Near Completion
LA00299,Madhya Pradesh,Highway,202.6,42.3,1,57.4,3,221,9.6,28.0,64,Approved,Pending,60,289,High,Early Stage
LA00300,Maharashtra,Highway,42.3,70.3,1,30.3,4,16,39.0,66.9,26,Approved,Approved,65,146,Medium,In Progress
LA00301,Telangana,Metro,20.0,71.1,1,18.2,1,14,55.5,73.2,83,Approved,Approved,4,88,Low,In Progress
LA00302,Chhattisgarh,Airport,23.0,68.8,2,45.0,3,7,43.7,31.8,71,Approved,Approved,0,149,Medium,In Progress
LA00303,Maharashtra,Industrial Corridor,37.6,50.4,2,40.2,5,24,39.0,39.5,49,Pending,Pending,0,239,Medium,Early Stage
LA00304,Assam,Railway,51.6,97.0,2,24.4,2,45,53.8,100.0,23,Approved,Approved,16,0,Low,Near Completion
LA00305,Bihar,Highway,105.5,82.7,2,36.0,4,38,46.8,66.2,17,Approved,Approved,48,169,Medium,In Progress
LA00306,Karnataka,Airport,36.0,66.4,2,26.8,3,24,31.1,61.0,42,Approved,Not Required,17,107,Medium,In Progress
LA00307,Rajasthan,Power Transmission,32.2,42.1,2,43.9,1,38,40.9,27.9,61,Approved,Not Required,46,218,Medium,Early Stage
LA00308,Odisha,Highway,40.9,78.1,4,34.9,2,14,70.4,74.7,76,Approved,Not Required,76,111,Medium,In Progress
LA00309,Rajasthan,Highway,34.9,65.6,0,45.5,1,16,49.4,60.2,79,Pending,Approved,19,170,Medium,In Progress
LA00310,Karnataka,Highway,56.2,69.7,2,24.4,1,24,26.7,54.5,26,Approved,Approved,0,133,Medium,In Progress
LA00311,Punjab,Railway,54.2,27.8,2,54.4,2,52,25.0,5.8,71,Pending,Approved,139,379,High,Early Stage
LA00312,Punjab,Highway,161.7,61.8,1,19.4,4,180,45.2,37.3,59,Approved,Approved,43,120,Medium,In Progress
LA00313,Karnataka,Railway,38.8,76.3,1,23.2,4,38,77.2,62.2,81,Pending,Not Required,20,132,Medium,In Progress
LA00314,Madhya Pradesh,Airport,66.4,62.1,2,53.7,3,49,45.7,63.0,58,Approved,Approved,83,218,Medium,In Progress
LA00315,Uttar Pradesh,Railway,56.6,75.5,2,6.6,3,13,41.3,64.9,71,Pending,Approved,119,253,Medium,In Progress
LA00316,Punjab,Railway,179.0,33.2,2,73.6,2,93,26.1,34.8,26,Not Required,Pending,44,310,High,Early Stage
LA00317,Haryana,Highway,79.0,74.0,1,51.4,3,29,46.2,45.3,80,Approved,Approved,48,146,Medium,In Progress
LA00318,Haryana,Power Transmission,219.9,63.3,1,20.9,5,130,38.8,36.2,12,Approved,Approved,15,167,Medium,In Progress
LA00319,Uttarakhand,Railway,33.8,71.9,1,17.9,6,19,46.9,66.7,22,Pending,Not Required,0,188,Medium,In Progress
LA00320,Jharkhand,Railway,86.3,81.9,4,25.2,0,87,56.1,60.1,19,Approved,Not Required,66,121,Medium,In Progress
LA00321,Rajasthan,Highway,55.2,36.5,1,45.1,1,49,23.0,10.7,43,Pending,Pending,25,285,High,Early Stage
LA00322,Karnataka,Airport,31.7,76.4,2,40.7,1,29,50.2,61.3,74,Not Required,Not Required,0,108,Medium,In Progress
LA00323,Kerala,Irrigation,85.0,84.0,3,33.2,3,100,74.5,71.0,82,Pending,Not Required,91,139,Medium,In Progress
LA00324,Uttarakhand,Highway,392.7,62.3,3,34.9,1,300,28.5,48.2,27,Approved,Approved,65,152,Medium,In Progress
LA00325,Himachal Pradesh,Highway,43.6,80.3,2,10.1,4,41,61.4,59.1,38,Approved,Pending,0,22,Low,In Progress
LA00326,Uttar Pradesh,Highway,80.8,61.9,1,32.8,3,21,37.6,55.5,15,Pending,Approved,97,274,High,In Progress
LA00327,Uttar Pradesh,Airport,29.5,39.9,4,78.7,4,7,20.6,14.8,84,Approved,Approved,105,418,High,Early Stage
LA00328,Maharashtra,Power Transmission,26.0,81.1,1,28.3,2,10,73.8,63.8,40,Approved,Approved,0,84,Low,In Progress
LA00329,Karnataka,Railway,46.1,53.3,4,58.1,2,39,52.3,33.0,14,Approved,Pending,73,276,High,Early Stage
LA00330,Odisha,Railway,61.4,74.4,2,33.8,5,32,60.2,60.0,49,Approved,Approved,69,214,Medium,In Progress
LA00331,Bihar,Industrial Corridor,63.8,87.0,0,43.2,1,71,79.6,77.2,35,Approved,Approved,28,37,Low,In Progress
LA00332,Telangana,Industrial Corridor,74.3,77.5,2,26.8,1,19,84.1,52.8,66,Pending,Approved,39,114,Medium,In Progress
LA00333,Rajasthan,Highway,22.2,76.5,0,42.7,3,14,68.9,41.2,38,Pending,Approved,0,152,Medium,In Progress
LA00334,Chhattisgarh,Highway,52.9,67.0,1,45.1,2,25,52.4,66.5,68,Approved,Pending,18,204,Medium,In Progress
LA00335,West Bengal,Railway,137.9,57.6,1,39.6,3,71,57.3,40.7,19,Approved,Approved,0,160,Medium,Early Stage
LA00336,Chhattisgarh,Industrial Corridor,28.4,80.7,1,26.9,3,26,43.5,83.0,83,Approved,Not Required,31,61,Low,In Progress
LA00337,Himachal Pradesh,Industrial Corridor,66.6,33.8,0,34.0,3,47,16.6,24.4,71,Approved,Pending,26,290,High,Early Stage
LA00338,Rajasthan,Industrial Corridor,115.5,46.6,2,40.1,5,37,34.3,27.1,75,Approved,Approved,35,166,Medium,Early Stage
LA00339,Uttar Pradesh,Irrigation,46.3,66.1,1,63.8,2,11,52.8,66.1,12,Pending,Approved,35,126,Medium,In Progress
LA00340,Himachal Pradesh,Highway,120.3,69.1,2,53.8,3,61,33.5,50.9,33,Approved,Approved,0,100,Medium,In Progress
LA00341,Kerala,Railway,24.7,80.1,4,25.2,3,13,36.6,72.0,29,Approved,Not Required,40,126,Medium,In Progress
LA00342,Madhya Pradesh,Highway,191.6,60.2,2,27.0,0,221,41.1,30.2,79,Approved,Not Required,154,191,Medium,In Progress
LA00343,Kerala,Irrigation,122.8,75.8,7,43.5,3,66,62.3,69.9,60,Approved,Not Required,0,181,Medium,In Progress
LA00344,Bihar,Metro,94.4,70.1,1,35.3,2,43,76.0,46.7,19,Pending,Approved,35,146,Medium,In Progress
LA00345,Uttarakhand,Highway,234.2,73.6,1,35.6,3,52,54.4,59.8,54,Approved,Not Required,42,57,Low,In Progress
LA00346,Madhya Pradesh,Highway,68.0,89.8,2,17.3,2,47,73.5,75.5,24,Approved,Not Required,51,0,Low,In Progress
LA00347,Himachal Pradesh,Industrial Corridor,53.2,23.6,3,75.3,3,24,17.7,18.4,80,Approved,Pending,0,303,High,Early Stage
LA00348,Uttarakhand,Industrial Corridor,289.1,36.7,5,53.3,0,247,64.8,25.8,44,Approved,Pending,136,357,High,Early Stage
LA00349,Tamil Nadu,Industrial Corridor,430.4,86.9,3,30.1,2,129,71.7,86.0,78,Approved,Not Required,0,17,Low,In Progress
LA00350,Tamil Nadu,Highway,49.9,45.4,1,32.7,2,49,18.9,22.8,50,Pending,Pending,96,312,High,Early Stage
LA00351,Bihar,Power Transmission,81.7,28.7,3,45.2,3,65,29.0,8.1,72,Approved,Pending,56,321,High,Early Stage
LA00352,Maharashtra,Industrial Corridor,218.8,37.1,2,36.1,1,101,29.6,22.1,68,Approved,Pending,104,314,High,Early Stage
LA00353,Madhya Pradesh,Airport,84.2,79.1,1,32.1,1,77,54.9,70.9,83,Approved,Approved,0,90,Medium,In Progress
LA00354,Andhra Pradesh,Airport,149.2,52.7,0,42.3,5,150,29.4,42.5,57,Approved,Approved,35,238,Medium,Early Stage
LA00355,Himachal Pradesh,Power Transmission,174.7,59.5,1,21.5,1,170,45.3,47.8,18,Approved,Approved,72,133,Medium,Early Stage
LA00356,Himachal Pradesh,Power Transmission,55.8,68.4,3,36.4,2,66,45.6,52.9,44,Approved,Approved,13,152,Medium,In Progress
LA00357,Tamil Nadu,Airport,128.6,59.8,3,38.8,4,116,38.8,53.7,56,Approved,Approved,78,216,Medium,Early Stage
LA00358,Assam,Railway,89.5,63.4,1,12.8,3,48,52.1,68.2,75,Approved,Not Required,43,79,Low,In Progress
LA00359,Gujarat,Railway,32.0,76.3,0,19.5,1,7,65.7,49.1,29,Approved,Pending,0,89,Low,In Progress
LA00360,Haryana,Irrigation,38.8,89.3,3,23.9,2,34,64.7,73.0,79,Approved,Pending,0,68,Low,In Progress
LA00361,Chhattisgarh,Airport,51.7,84.4,2,11.3,4,47,56.1,63.0,51,Approved,Approved,50,106,Medium,In Progress
LA00362,Assam,Highway,198.2,76.0,1,25.1,7,131,50.8,73.1,41,Pending,Not Required,67,209,Medium,In Progress
LA00363,Uttar Pradesh,Highway,203.8,87.5,4,12.9,6,98,75.3,89.0,40,Approved,Approved,0,50,Low,In Progress
LA00364,Assam,Power Transmission,170.3,73.5,3,10.6,2,159,57.3,59.4,56,Approved,Approved,0,72,Low,In Progress
LA00365,Karnataka,Irrigation,130.9,73.2,3,4.3,4,59,43.2,48.9,53,Pending,Approved,157,248,Medium,In Progress
LA00366,Bihar,Power Transmission,127.9,41.8,0,32.8,4,32,0.0,13.9,21,Approved,Approved,83,261,Medium,Early Stage
LA00367,West Bengal,Railway,114.0,39.1,1,72.3,1,49,43.2,28.1,61,Pending,Approved,22,239,Medium,Early Stage
LA00368,Rajasthan,Irrigation,127.3,82.8,3,9.6,2,117,46.5,56.9,77,Approved,Approved,105,112,Medium,In Progress
LA00369,Maharashtra,Irrigation,134.8,31.4,3,50.6,2,70,4.8,19.5,21,Approved,Not Required,182,375,High,Early Stage
LA00370,Jharkhand,Railway,27.3,58.0,4,37.3,1,11,52.2,48.3,61,Pending,Pending,77,309,High,Early Stage
LA00371,Rajasthan,Highway,46.0,60.2,3,60.1,6,30,21.5,61.1,66,Approved,Pending,41,336,High,In Progress
LA00372,Punjab,Power Transmission,37.5,68.9,0,7.2,1,38,41.6,54.7,21,Approved,Approved,67,147,Medium,In Progress
LA00373,Andhra Pradesh,Highway,230.7,53.3,0,32.0,2,142,52.4,38.7,55,Approved,Approved,96,140,Medium,Early Stage
LA00374,Telangana,Airport,367.2,73.4,0,33.0,2,285,61.8,65.3,46,Approved,Pending,63,87,Low,In Progress
LA00375,Assam,Airport,20.0,90.0,0,18.9,4,13,61.4,82.7,17,Pending,Pending,34,129,Medium,Near Completion
LA00376,Gujarat,Industrial Corridor,340.4,93.3,1,13.4,1,253,64.3,83.7,14,Approved,Approved,0,0,Low,Near Completion
LA00377,Haryana,Highway,96.9,61.7,1,42.5,5,86,34.2,65.1,47,Pending,Approved,85,326,High,In Progress
LA00378,Haryana,Industrial Corridor,212.9,53.8,1,14.8,1,230,34.2,38.5,70,Approved,Not Required,44,147,Medium,Early Stage
LA00379,Telangana,Highway,138.4,49.5,2,39.0,4,72,30.7,64.9,71,Approved,Approved,28,234,Medium,Early Stage
LA00380,Madhya Pradesh,Irrigation,306.2,56.5,1,31.8,0,345,41.2,53.6,16,Approved,Approved,65,109,Medium,Early Stage
LA00381,Maharashtra,Highway,107.6,60.5,2,47.0,2,49,58.2,52.6,29,Pending,Approved,19,215,Medium,In Progress
LA00382,Uttarakhand,Industrial Corridor,28.2,56.0,0,13.4,2,32,48.3,58.5,13,Pending,Not Required,106,226,Medium,Early Stage
LA00383,Uttarakhand,Irrigation,82.3,76.9,3,24.7,0,32,56.1,72.7,58,Approved,Approved,20,83,Low,In Progress
LA00384,Uttar Pradesh,Highway,139.5,65.0,3,31.7,6,40,40.4,53.7,73,Approved,Not Required,0,202,Medium,In Progress
LA00385,Maharashtra,Highway,74.9,46.4,2,38.8,5,59,46.4,47.4,75,Approved,Pending,58,246,Medium,Early Stage
LA00386,Karnataka,Industrial Corridor,157.4,83.4,3,16.5,3,166,78.6,86.2,53,Approved,Not Required,54,31,Low,In Progress
LA00387,Gujarat,Highway,85.1,35.9,5,48.0,5,95,27.3,10.0,71,Approved,Pending,18,276,High,Early Stage
LA00388,Chhattisgarh,Highway,54.3,74.2,2,41.7,5,56,62.6,63.6,40,Not Required,Not Required,85,200,Medium,In Progress
LA00389,Assam,Railway,35.8,77.3,2,34.7,3,13,22.2,69.9,51,Approved,Not Required,117,181,Medium,In Progress
LA00390,Tamil Nadu,Power Transmission,64.5,76.6,3,18.6,6,73,47.5,72.8,32,Approved,Pending,91,190,Medium,In Progress
LA00391,Haryana,Metro,107.1,60.5,2,27.4,4,119,24.0,49.4,29,Approved,Approved,108,192,Medium,In Progress
LA00392,Tamil Nadu,Railway,20.0,63.9,1,21.1,3,5,50.3,51.2,26,Approved,Approved,0,169,Medium,In Progress
LA00393,Telangana,Power Transmission,46.4,37.6,5,60.7,2,18,10.5,23.6,41,Approved,Pending,0,347,High,Early Stage
LA00394,Odisha,Metro,20.0,64.4,2,26.6,3,6,92.3,66.4,41,Approved,Approved,68,150,Medium,In Progress
LA00395,Haryana,Railway,53.3,84.0,2,8.3,1,55,74.4,75.7,70,Approved,Pending,17,0,Low,In Progress
LA00396,Assam,Railway,249.1,72.5,2,30.3,3,186,59.0,73.3,63,Pending,Approved,73,173,Medium,In Progress
LA00397,Maharashtra,Railway,32.8,62.5,3,38.0,0,7,39.0,55.5,66,Approved,Not Required,139,189,Medium,In Progress
LA00398,Tamil Nadu,Railway,163.6,33.8,2,47.1,1,71,18.7,25.5,35,Approved,Approved,36,304,High,Early Stage
LA00399,Madhya Pradesh,Industrial Corridor,1013.8,75.3,5,28.9,2,539,60.3,71.3,25,Pending,Pending,91,223,Medium,In Progress
LA00400,Rajasthan,Highway,309.7,58.8,1,34.6,4,149,74.7,60.6,83,Pending,Approved,0,176,Medium,Early Stage
LA00401,Himachal Pradesh,Industrial Corridor,100.8,76.3,2,33.1,3,107,68.7,65.8,77,Approved,Pending,72,103,Medium,In Progress
LA00402,Jharkhand,Highway,186.7,78.8,2,28.9,6,120,67.2,64.0,42,Pending,Approved,0,141,Medium,In Progress
LA00403,Rajasthan,Railway,28.1,74.4,2,20.3,2,11,51.8,72.0,13,Pending,Approved,95,141,Medium,In Progress
LA00404,Himachal Pradesh,Highway,23.6,94.0,1,25.0,1,12,40.8,77.8,17,Approved,Approved,107,52,Low,Near Completion
LA00405,West Bengal,Metro,92.2,84.7,2,12.1,3,38,56.9,66.7,67,Pending,Pending,94,119,Medium,In Progress
LA00406,Bihar,Industrial Corridor,126.3,74.2,1,15.2,2,111,48.4,46.3,24,Approved,Approved,67,66,Low,In Progress
LA00407,Andhra Pradesh,Railway,228.2,89.0,0,22.0,4,94,63.4,77.7,41,Approved,Approved,111,44,Low,In Progress
LA00408,Karnataka,Highway,55.5,64.3,3,38.1,3,9,47.0,42.2,16,Approved,Approved,37,115,Medium,In Progress
LA00409,Uttarakhand,Highway,106.1,65.9,3,43.0,3,73,51.3,52.9,75,Approved,Approved,91,230,Medium,In Progress
LA00410,Maharashtra,Irrigation,103.1,76.4,1,49.2,6,68,45.2,81.1,43,Approved,Pending,54,122,Medium,In Progress
LA00411,Tamil Nadu,Highway,80.5,64.0,2,11.8,3,49,61.5,51.4,38,Approved,Pending,118,243,Medium,In Progress
LA00412,Uttar Pradesh,Industrial Corridor,84.6,88.0,2,13.5,2,67,89.8,70.3,72,Pending,Approved,0,47,Low,In Progress
LA00413,Madhya Pradesh,Railway,43.5,58.8,4,38.1,5,29,39.0,31.1,66,Approved,Approved,61,295,High,Early Stage
